2025-12-25 11:08:43 [INFO    ]: Starting TShark worker. (main.py:112)
2025-12-25 11:08:43 [INFO    ]: TShark process started successfully. (main.py:121)
2025-12-25 11:08:44 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:08:45 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:08:45 [INFO    ]:          92033 function calls (91179 primitive calls) in 0.498 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:463(_format)
       34    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:677(usesTime)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
       24    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:668(get_thread_id)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/posixpath.py:117(splitext)
       24    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:702(__enter__)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:455(usesTime)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:167(<lambda>)
       12    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:129(getLevelName)
       24    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:705(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/genericpath.py:157(_splitext)
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:648(get_current_thread_id)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:840(filter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1096(name)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:391(getMessage)
        2    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1765(isEnabledFor)
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframe}


 (main.py:58)
2025-12-25 11:09:10 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:09:14 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:09:14 [INFO    ]:          646298 function calls (639402 primitive calls) in 3.771 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  800/798    0.051    0.000    4.676    0.006 /home/kali/PycharmProjects/tShark/wifi_monitor.py:306(update_tree)
      798    0.036    0.000    3.882    0.005 /home/kali/PycharmProjects/tShark/wifi_monitor.py:324(refresh_status)
      2/1    0.007    0.003    2.790    2.790 /home/kali/PycharmProjects/tShark/main.py:88(flush_buffers)
      798    0.014    0.000    2.270    0.003 /home/kali/PycharmProjects/tShark/utils.py:248(get_wlan_mode)
      798    0.031    0.000    2.235    0.003 /usr/lib/python3.13/subprocess.py:512(run)
      798    0.067    0.000    1.307    0.002 /usr/lib/python3.13/subprocess.py:817(__init__)
      798    0.012    0.000    0.907    0.001 /usr/lib/python3.13/subprocess.py:1178(communicate)
      798    0.072    0.000    0.870    0.001 /usr/lib/python3.13/subprocess.py:2075(_communicate)
    12269    0.727    0.000    0.729    0.000 {method 'call' of '_tkinter.tkapp' objects}
     1631    0.019    0.000    0.607    0.000 /usr/lib/python3.13/selectors.py:385(select)
      798    0.011    0.000    0.582    0.001 /usr/lib/python3.13/tkinter/__init__.py:851(after)
     1631    0.578    0.000    0.578    0.000 {method 'poll' of 'select.poll' objects}
     2394    0.006    0.000    0.463    0.000 {built-in method builtins.next}
      798    0.010    0.000    0.456    0.001 /home/kali/PycharmProjects/tShark/wifi_monitor.py:310(<genexpr>)
     4307    0.009    0.000    0.446    0.000 /usr/lib/python3.13/tkinter/ttk.py:1354(item)
     4307    0.020    0.000    0.437    0.000 /usr/lib/python3.13/tkinter/ttk.py:279(_val_or_dict)
      798    0.029    0.000    0.405    0.001 /usr/lib/python3.13/subprocess.py:1808(_execute_child)
     4307    0.043    0.000    0.344    0.000 /usr/lib/python3.13/tkinter/__init__.py:131(_splitdict)
      798    0.060    0.000    0.304    0.000 /usr/lib/python3.13/os.py:657(get_exec_path)
    21535    0.039    0.000    0.297    0.000 /usr/lib/python3.13/tkinter/ttk.py:313(_tclobj_to_py)
      798    0.014    0.000    0.273    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:867(new_fork_exec)
    29787    0.246    0.000    0.246    0.000 /usr/lib/python3.13/tkinter/ttk.py:295(_convert_stringval)
      798    0.208    0.000    0.208    0.000 {built-in method _posixsubprocess.fork_exec}
  833/828    0.020    0.000    0.192    0.000 /usr/lib/python3.13/threading.py:327(wait)
     1596    0.134    0.000    0.164    0.000 /usr/lib/python3.13/os.py:712(__getitem__)
      798    0.011    0.000    0.148    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:369(set_button_properties)
      798    0.004    0.000    0.135    0.000 /usr/lib/python3.13/tkinter/__init__.py:1818(configure)
      798    0.010    0.000    0.128    0.000 /usr/lib/python3.13/tkinter/__init__.py:1805(_configure)
    17556    0.022    0.000    0.115    0.000 /usr/lib/python3.13/subprocess.py:1897(<genexpr>)
      798    0.096    0.000    0.110    0.000 /usr/lib/python3.13/tkinter/__init__.py:1686(_register)
      798    0.006    0.000    0.082    0.000 /usr/lib/python3.13/tkinter/__init__.py:4021(replace)
      798    0.018    0.000    0.077    0.000 /usr/lib/python3.13/subprocess.py:1704(_get_handles)
      798    0.075    0.000    0.075    0.000 {built-in method time.sleep}
      798    0.006    0.000    0.068    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:976(send_process_created_message)
      798    0.021    0.000    0.067    0.000 /usr/lib/python3.13/subprocess.py:1298(_close_pipe_fds)
    16758    0.038    0.000    0.064    0.000 /usr/lib/python3.13/posixpath.py:72(join)
      798    0.005    0.000    0.062    0.000 /usr/lib/python3.13/warnings.py:170(simplefilter)
      798    0.005    0.000    0.061    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:2020(send_process_created_message)
      798    0.048    0.000    0.056    0.000 /usr/lib/python3.13/warnings.py:188(_add_filter)
     1163    0.012    0.000    0.055    0.000 /usr/lib/python3.13/queue.py:137(put)
      798    0.003    0.000    0.055    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:377(add_command)
      798    0.012    0.000    0.042    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:366(patch_args)
       36    0.003    0.000    0.042    0.001 /usr/lib/python3.13/threading.py:641(wait)
     1596    0.008    0.000    0.041    0.000 /usr/lib/python3.13/selectors.py:340(register)
     2394    0.004    0.000    0.041    0.000 /usr/lib/python3.13/subprocess.py:1275(wait)
     1596    0.040    0.000    0.041    0.000 {built-in method _io.open}
     2759    0.010    0.000    0.039    0.000 /usr/lib/python3.13/threading.py:398(notify)
     2394    0.009    0.000    0.037    0.000 /usr/lib/python3.13/subprocess.py:2034(_wait)
    17556    0.019    0.000    0.035    0.000 /usr/lib/python3.13/os.py:844(fsencode)
     1596    0.014    0.000    0.032    0.000 /usr/lib/python3.13/selectors.py:238(register)
      798    0.004    0.000    0.031    0.000 /usr/lib/python3.13/tkinter/ttk.py:1200(get_children)
    60677    0.025    0.000    0.031    0.000 {built-in method builtins.isinstance}
     2394    0.031    0.000    0.031    0.000 {built-in method posix.pipe}
     4764    0.004    0.000    0.030    0.000 /usr/lib/python3.13/tkinter/ttk.py:1437(set)
     3192    0.029    0.000    0.029    0.000 {method 'close' of '_io.TextIOWrapper' objects}
     3192    0.027    0.000    0.029    0.000 {built-in method posix.read}
     1596    0.025    0.000    0.026    0.000 /usr/lib/python3.13/os.py:794(encode)
     1596    0.009    0.000    0.024    0.000 /usr/lib/python3.13/selectors.py:351(unregister)
     3192    0.023    0.000    0.023    0.000 {built-in method posix.close}
      798    0.002    0.000    0.023    0.000 /usr/lib/python3.13/subprocess.py:2021(_try_wait)
      798    0.009    0.000    0.023    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:277(is_python)
      798    0.011    0.000    0.023    0.000 /usr/lib/python3.13/contextlib.py:571(__exit__)
     1631    0.022    0.000    0.022    0.000 {method 'release' of '_thread.lock' objects}
     3192    0.005    0.000    0.022    0.000 /usr/lib/python3.13/selectors.py:219(_fileobj_lookup)
      798    0.021    0.000    0.021    0.000 {built-in method posix.waitpid}
      798    0.016    0.000    0.018    0.000 /usr/lib/python3.13/contextlib.py:145(__exit__)
     1596    0.013    0.000    0.018    0.000 /usr/lib/python3.13/contextlib.py:534(callback)
     1596    0.012    0.000    0.017    0.000 /usr/lib/python3.13/posixpath.py:176(dirname)
      798    0.010    0.000    0.017    0.000 /usr/lib/python3.13/selectors.py:336(__init__)
     3192    0.008    0.000    0.017    0.000 /usr/lib/python3.13/selectors.py:21(_fileobj_to_fd)
      798    0.013    0.000    0.016    0.000 /usr/lib/python3.13/tkinter/__init__.py:1641(_options)
      798    0.002    0.000    0.015    0.000 /usr/lib/python3.13/_collections_abc.py:808(get)
     1596    0.003    0.000    0.014    0.000 /usr/lib/python3.13/selectors.py:251(unregister)
    19154    0.010    0.000    0.014    0.000 /usr/lib/python3.13/posixpath.py:42(_get_sep)
     1596    0.006    0.000    0.013    0.000 /usr/lib/python3.13/tkinter/__init__.py:109(_cnfmerge)
      798    0.002    0.000    0.013    0.000 {built-in method builtins.sum}
     4311    0.008    0.000    0.013    0.000 /usr/lib/python3.13/tkinter/ttk.py:42(_format_optdict)
      798    0.005    0.000    0.011    0.000 /usr/lib/python3.13/contextlib.py:303(helper)
     7885    0.011    0.000    0.011    0.000 {built-in method builtins.getattr}
      798    0.004    0.000    0.011    0.000 /usr/lib/python3.13/subprocess.py:367(_text_encoding)
      798    0.011    0.000    0.011    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:326(<genexpr>)
     1596    0.005    0.000    0.011    0.000 /usr/lib/python3.13/subprocess.py:1098(_translate_newlines)
     3962    0.010    0.000    0.010    0.000 {method 'split' of 'str' objects}
    53476    0.010    0.000    0.010    0.000 {built-in method posix.fspath}
      798    0.010    0.000    0.010    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
    18721    0.009    0.000    0.009    0.000 {method 'encode' of 'str' objects}
      798    0.008    0.000    0.009    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:248(notify_about_gevent_if_needed)
    21906    0.008    0.000    0.008    0.000 {built-in method builtins.hasattr}
     1596    0.007    0.000    0.008    0.000 /usr/lib/python3.13/codecs.py:312(__init__)
      798    0.007    0.000    0.007    0.000 {built-in method _locale.getencoding}
      798    0.001    0.000    0.007    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:42(_get_apply_arg_patching)
      798    0.007    0.000    0.007    0.000 {method 'remove' of 'list' objects}
    19007    0.007    0.000    0.007    0.000 {built-in method builtins.len}
      798    0.005    0.000    0.007    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:294(remove_quotes_from_args)
     3593    0.004    0.000    0.007    0.000 /usr/lib/python3.13/threading.py:318(_is_owned)
     1596    0.005    0.000    0.006    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:249(_get_str_type_compatible)
    13073    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
      798    0.006    0.000    0.006    0.000 /usr/lib/python3.13/warnings.py:488(__enter__)
      798    0.005    0.000    0.006    0.000 /usr/lib/python3.13/contextlib.py:108(__init__)
      798    0.002    0.000    0.006    0.000 /usr/lib/python3.13/selectors.py:206(__exit__)
     3192    0.006    0.000    0.006    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
     5907    0.006    0.000    0.006    0.000 {built-in method _tkinter._flatten}
      798    0.002    0.000    0.006    0.000 /usr/lib/python3.13/abc.py:117(__instancecheck__)
      798    0.004    0.000    0.006    0.000 /usr/lib/python3.13/subprocess.py:1105(__exit__)
      365    0.003    0.000    0.005    0.000 /home/kali/PycharmProjects/tShark/utils.py:125(parse_time_epoch)
      403    0.001    0.000    0.005    0.000 /home/kali/PycharmProjects/tShark/utils.py:30(normalize_mac)
    16758    0.005    0.000    0.005    0.000 {method 'startswith' of 'bytes' objects}
      798    0.005    0.000    0.005    0.000 /usr/lib/python3.13/selectors.py:213(__init__)
     2834    0.003    0.000    0.005    0.000 /usr/lib/python3.13/threading.py:303(__enter__)
     1596    0.003    0.000    0.005    0.000 <string>:1(<lambda>)
     2394    0.005    0.000    0.005    0.000 {method 'decode' of 'bytes' objects}
     1596    0.002    0.000    0.005    0.000 /usr/lib/python3.13/contextlib.py:481(_exit_wrapper)
      365    0.004    0.000    0.005    0.000 /home/kali/PycharmProjects/tShark/utils.py:135(decode_wlan_type_subtype)
 1615/815    0.051    0.000    0.005    0.000 /usr/lib/python3.13/queue.py:177(get)
      798    0.003    0.000    0.004    0.000 /usr/lib/python3.13/selectors.py:272(close)
      798    0.002    0.000    0.004    0.000 /usr/lib/python3.13/os.py:798(decode)
      798    0.004    0.000    0.004    0.000 {built-in method _abc._abc_instancecheck}
    16758    0.004    0.000    0.004    0.000 {method 'endswith' of 'bytes' objects}
     6621    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
     5668    0.004    0.000    0.004    0.000 {method '__exit__' of '_thread.lock' objects}
     2834    0.003    0.000    0.004    0.000 /usr/lib/python3.13/threading.py:306(__exit__)
      798    0.003    0.000    0.004    0.000 /usr/lib/python3.13/subprocess.py:1978(_handle_exitstatus)
      800    0.003    0.000    0.004    0.000 /usr/lib/python3.13/posixpath.py:166(basename)
      798    0.004    0.000    0.004    0.000 /usr/lib/python3.13/warnings.py:509(__exit__)
      798    0.004    0.000    0.004    0.000 {built-in method builtins.sorted}
      798    0.002    0.000    0.004    0.000 /usr/lib/python3.13/contextlib.py:136(__enter__)
     3229    0.002    0.000    0.004    0.000 /usr/lib/python3.13/queue.py:266(_qsize)
       19    0.001    0.000    0.004    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1768(process_internal_commands)
     2429    0.002    0.000    0.004    0.000 /usr/lib/python3.13/selectors.py:66(__len__)
      369    0.001    0.000    0.003    0.000 /usr/lib/python3.13/re/__init__.py:183(sub)
     3198    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
     1596    0.002    0.000    0.003    0.000 /usr/lib/python3.13/contextlib.py:552(_push_exit_callback)
      834    0.002    0.000    0.003    0.000 /usr/lib/python3.13/threading.py:315(_acquire_restore)
      798    0.003    0.000    0.003    0.000 /usr/lib/python3.13/contextlib.py:485(__init__)
     5109    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
      798    0.003    0.000    0.003    0.000 /usr/lib/python3.13/subprocess.py:274(_cleanup)
     1163    0.002    0.000    0.003    0.000 /usr/lib/python3.13/queue.py:270(_put)
      798    0.002    0.000    0.003    0.000 /usr/lib/python3.13/subprocess.py:1249(poll)
     1596    0.003    0.000    0.003    0.000 /usr/lib/python3.13/contextlib.py:479(_create_cb_wrapper)
     3958    0.003    0.000    0.003    0.000 {method 'append' of 'collections.deque' objects}
      371    0.003    0.000    0.003    0.000 {built-in method time.localtime}
     1596    0.002    0.000    0.002    0.000 /usr/lib/python3.13/queue.py:274(_get)
      365    0.000    0.000    0.002    0.000 /home/kali/PycharmProjects/tShark/main.py:29(cached_lookup_vendor_db)
     1596    0.002    0.000    0.002    0.000 {method 'join' of 'bytes' objects}
     1596    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x9f3a38}
     2834    0.002    0.000    0.002    0.000 {method '__enter__' of '_thread.lock' objects}
     1168    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     2400    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
     5105    0.002    0.000    0.002    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/logging/__init__.py:1510(info)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/logging/__init__.py:1641(_log)
      800    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     2394    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
     1596    0.002    0.000    0.002    0.000 {method 'register' of 'select.poll' objects}
        2    0.000    0.000    0.002    0.001 /home/kali/PycharmProjects/tShark/utils.py:58(lookup_vendor_db)
      798    0.002    0.000    0.002    0.000 {method 'count' of 'list' objects}
       37    0.001    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:108(new_threading_enumerate)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/logging/__init__.py:1667(handle)
      798    0.002    0.000    0.002    0.000 {built-in method select.poll}
      369    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
      365    0.001    0.000    0.002    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:410(debug_status)
     1596    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
     4307    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       18    0.000    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:314(can_exit)
      798    0.002    0.000    0.002    0.000 {built-in method builtins.id}
      834    0.001    0.000    0.001    0.000 {method 'remove' of 'collections.deque' objects}
      798    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.13/logging/__init__.py:1721(callHandlers)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1011(handle)
     1596    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     1602    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     1596    0.001    0.000    0.001    0.000 {method 'unregister' of 'select.poll' objects}
      817    0.001    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:112(empty)
     1595    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
     1596    0.001    0.000    0.001    0.000 /usr/lib/python3.13/codecs.py:263(__init__)
      798    0.001    0.000    0.001    0.000 {built-in method sys.exception}
      798    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
     2394    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
      798    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:834(get_global_debugger)
      798    0.001    0.000    0.001    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.13/logging/handlers.py:71(emit)
      798    0.001    0.000    0.001    0.000 /usr/lib/python3.13/warnings.py:462(__init__)
     3227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1255(_remaining_time)
      834    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      834    0.001    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:312(_release_save)
       18    0.000    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1469(has_user_threads_alive)
        1    0.000    0.000    0.001    0.001 /home/kali/PycharmProjects/tShark/wifi_monitor.py:299(add_text)
      369    0.001    0.000    0.001    0.000 /usr/lib/python3.13/re/__init__.py:330(_compile)
      798    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command_factory_json.py:459(make_process_created_message)
      371    0.001    0.000    0.001    0.000 {built-in method time.strftime}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/handlers.py:189(shouldRollover)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:988(format)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/tkinter/__init__.py:3976(insert)
      798    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command.py:21(send)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:699(format)
     1596    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     1596    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1327(_on_error_fd_closer)
     2429    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:276(get_map)
      798    0.001    0.000    0.001    0.000 {built-in method posix.waitstatus_to_exitcode}
     1631    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1263(_check_timeout)
      798    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
     1596    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.deque' objects}
      365    0.001    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:1136(is_alive)
     1596    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_log.py:217(debug)
      798    0.001    0.000    0.001    0.000 {built-in method posix.WIFSTOPPED}
     1596    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       18    0.000    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:139(get_non_pydevd_threads)
      798    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:2180(_save_input)
      798    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:63(__init__)
      800    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      798    0.001    0.000    0.001    0.000 {built-in method sys.audit}
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:631(formatTime)
      798    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1987(_internal_poll)
      798    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.001    0.000 {built-in method _sqlite3.connect}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1139(emit)
      798    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:2066(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:1331(insert)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.13/codecs.py:322(decode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:544(decorating_function)
        2    0.000    0.000    0.000    0.000 {method 'execute' of 'sqlite3.Cursor' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:36(update_wrapper)
       57    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1712(notify_thread_created)
      798    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:487(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1251(emit)
      798    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1102(__enter__)
      440    0.000    0.000    0.000    0.000 {method 'is_done' of '_thread._ThreadHandle' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:32(_format_optvalue)
       75    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_is_thread_alive.py:14(is_thread_alive)
      386    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      365    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:61(_join)
      403    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:840(filter)
       18    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:438(empty)
      369    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      369    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:66(_stringify)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1626(makeRecord)
       19    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:36(py_db)
      798    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:203(__enter__)
      798    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:568(__enter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1131(flush)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:298(__init__)
       31    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:2115(yview_moveto)
       19    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1587(get_internal_queue_and_event)
      768    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:605(is_set)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1592(findCaller)
